soru,cevap,cevaplayan_unvan
"Merhaba, Ben Esenyurt ta 700-750 dairenin bulunduğu bir sitede ev sahibi olarak yaşıyorum. Evimi 2018 Temmuz ayında aldım. Sitede elektrik ve su kullanımı site yönetiminden avans olarak satın alınarak saatlere tanımlama yöntemi ile yapılıyordu. Her satın alım karşılığında da makbuz alıyorduk. Oturuma başladıktan 2 buçuk 3 yıl sonra site yönetiminin yolsuzlukları ortaya çıktı ve yönetim feshedildi. Yerine kayyum atandı, bu süreçte uzun yıllardır su faturalarının da yönetim tarafından iskiye ödenmediği ortaya çıktı. Ve bu oluşan borç dairelere dağıtıldı. Be n bunu asla kabul etmedim çünkü ben suyumu peşin olarak ödeyerek kullandım. Tüm makbuzlarım da elinde mevcut. Ama durum mahkeme tarafından icra takibine girmiş. Ben bu tutarı, her hangi vir borcum olmaması nedeniyle ödemek istemiyorum. Ne yapabilirim? Teşekkürler. Dilek Fıçı","İyi Günler, Tutarı tekrar ödemek zorundasınız, sadece eski yöneticiye karşı dava açıp daha önceki ödediğiniz (makbuzları olan) tutarı geri alabilirsiniz.",Hukuk Bilgi Platformu
Ben 2017 den beri bir tane idari dava açtım avukat ile %8 ile anlaştık ancak para geldiği zaman 321 milyar geldi bana verdiği 231 tl geri kalandan. Bana dediği icra dosyasına verdim yani devlete bir sürü cümle kurdu şimdi ise 1 milyon 880 milyar gelmiş eski para ile şimdi ise 150 bin alacağına 350 bin kesecem diyor bana bu konuda yardımcı olursanız sevinirim,"İyi Günler, Bu konuda baro ile görüşebilirsiniz.",Hukuk Bilgi Platformu
"İyi günler, 7. ayda şehiriçinde %10 luk hız aşımından ceza yedim bu ceza bana 11.ayda iletildi.ardindan ayni yerden aynı saatler arasında cezalar gelmeye başladı. Kesilen saatler ve yer ayni sadece aralarında bazen 1 bazen 3 gün var.Kasıtlı olarak zamaninda bildirilmemiş ve daha fazla ceza yazabilmek için 4 ay beklenmiş gibi. Şuan elimde 10 dan fazla trafik cezası var ve de cezalar gelmeye devam ediyor.hepsinde cezayı kesen kişide ayni isim. herhangi bir hukuki yola başvurabilirmiyim bu durum için yoksa cezaları kesin olarak ödemek zorundamıyım? Yardımcı olabilirseniz sevinirim.",İyi Günler Y.... Bey. Trafik denetleme dairesinden gerekli teknik incelemele yapılıp raporların istenilmesini talep edebilirsiniz.,Hukuk Bilgi Platformu
Babam ölmeden geçen yıl 10 yıllığına ücretsiz olarak noter sözleşmesiyle kiraladım ve babam öldü ve diler kardeşlerim dükkanda beni çıkarıp dükkanı bölmek istiyor 10 yıl kiraladım icin 1 milyon TL gibi bir rakam masraf ettim zaten o masraf karşılığında dükkana kiralamıştım beni dükkandan çıkarabilirler mi yada ücret alabilirler mi,"İyi Günler, Kardeşlerin miras dolayısı ile hakları olacaktır fakat yaptığınız masrafı ispatlayabilirseniz talep edecekleri ücretten düşebilirsiniz.",Hukuk Bilgi Platformu
Suan boşanma sürecinde olduğum kişi karşı dava açarak watsapp yazışmalarını sunmuş fakat ben mevcut kullanmakta olduğum telefonu yanlışlıkla sıfırladım ve onunla olan tüm msjlar yedekleme olmadığı için silindi apple destek hattını da watsapp destek merkezınede yazsam bır çıkar yol bulamadım avukatımda bize bunlar lazım dıyor ama ben çıkmaza düştüm ve bu beni haklıyken haksız duruma sürüklüyor bırde sızın fıkırlerınıze ıhtıyacım var yardımcı olursanız çok sevınırım teşekkür ederim şimdiden,"Merhaba Y...... hanım, içinde bulunduğunuz durumu whatsapp yazışmalarının sizden silindiğini ama karşı tarafta bu yazışmaların mevcut olduğunu ve bu yazışmaların boşanma sürecinde önemli delil teşkil edeceğini dile getirerek bu yazışmaların karşı taraftan istenilmesini mahkemeden talep edebilirsiniz.",Hukuk Bilgi Platformu
İyi günler değerli uzman arkadaşlarım.Anneannemin babasından kalan ve dedenin diğer eşinin çocukları tarafından kendi üzerlerine tapu çıkartan yerler var.Tapuya sahip olan akrabalarım dan biri benim de hak sahibi olduğumu ve vicdanı rahatsız olduğu için bana bunu söylemek zorunda kaldığını söyledi.Anneannemin dedesinden itibaren veraset ilamı nı çıkardım.Tapular 1950 ve 1960 yıllarına ait. Bu tapula rın geldi ve gittileri ne bakıp bu yerlerin dedeye ait olduğunu ve bizimde hak sahibi olduğumuzu nasıl ispat ederim.Bu konuda zaman aşımı söz konusu olur mu?Bu konuda bilgi sahibi olan uzman arkadaşların yorumlarını bekler hayırlı günler dilerim.,"İyi Günler, zamanaşımı söz konusu olmaz, tapu iptal tescil davası açmak lazım",Hukuk Bilgi Platformu
Arabuluculuk evrakında başvuru sahibi patronum olduğu halde ben başvuru sahibi o karşı taraf gözüküyor tam tersi olması gerekmezmi,"İyi Günler, Konuyu tam olarak açıklamamışsınız fakat patronunuzdan bahsettiğinize göre söz konusu işçi işveren uyuşmazlığı olduğunu tahmin ediyorum.Bireysel veya toplu iş sözleşmesine dayanan işçi veya işveren alacağı ve tazminatı ile işe iade talebiyle açılan davalarda arabulucuya başvurmak dava şartıdır zaten burda arabulucuya kimin başvurduğu bir önem arz etmemektedir ama yine de dilerseniz bu durumu arabulucunıza bildirebilirsiniz.",Hukuk Bilgi Platformu
Merhaba bir çocuğun velayeti babada anne çocuğa msj arama yoluyla ulaşamıyor baba engelliyor ve çocuğun 18 yaşına gitmesine 4 ay var annenin çocuğu ayda bir görme hakkı varmıdır çocuğun okuduğu okula veya ikamet ettiği adrese gidip görmek istiyor nasıl bir yol izlemesi lazım teşekkürler,"Merhaba, her ne kadar velayet hakkı babaya bırakılmış olsa da annenin de çocuğunu görme hakkı vardır. Söz konusu bu durumda mahkeme kararında annenin çocuğunu hangi sıklıkla ve hangi günlerde göreceği yazıyor olması lazım, genellikle ayda 2 gün olmak üzere velayet kendisine bırakılmayan tarafın çocuğunu görme hakkı vardır. Fakat boşanma sebebi dolayısı ile bazı farklılıklar gösterebilir örneğin annenin herhangi bir kötü alışkanlığı varsa veya çocuğun ruhsal, psikolojik ve fiziksel gelişimini olumsuz etkileyecek bir durum söz konusu ise bazı kısıtlamalara gidilebilir. Ama normal şartlarda tabi ki velayet kendisine bırakılmayan tarafın çocuğunu görme hakkı ve iletişim kurma hakkı vardır. Fakat babası bu konuda zorluk çıkarıyorsa, çocuğunun annesi ile iletişim kurmasını engelliyorsa annesi, mahkemeye bu konu ile ilgili olarak başvuruda bulunabilir.",Hukuk Bilgi Platformu
"Merhaba Çalışmakta olduğum şirkette toplu iş sözleşmesine tabi olarak çalışıyorum Toplu sözleşme olmamasına rağmen 6 ayda yemek ucretimize %40 zam yapılarak 100 liradan 140 liraya çıkardılar. Buraya kadar herşey güzel , fakat yeni yıl ile birlikte maaşlara zam yapılacak ve toplu iş sözleşmesinde olan yillik enflasyon oranında hem maaşa hemde yemek ücretine zam yapılır maddesi var 6 ayda zam aldığımiz için bu ücret zammı 6 aylık enflasyona göre mi zam yapılır yoksa yıllık enflasyona göre mi maaş zammi yapılır. Diğer bir hususta ara zam döneminde yemek ücretimiz 100 liradan 140 liraya çıkarıldığı için yıllık enflasyon oranında zam yapilacagindan dolayı yapılan 40 liralık zam geri alınıp 100 lira üzerinden zam yapılıp yemek ücreti 172 lira olacağı söylendi Benim sormak istediğim şu verilen 40 liralık yemek ücreti zammı geri cekilmesi gibi bir durum var mı yasal mı bu yoksa kanunsuz kendi kafalarina göre iş mi yapiyorlar İyi çalışmalar dilerim","Merhaba, söz konusu toplu iş sözleşmesinin maddelerinde tüm bu hususların yer alması gerekmektedir. Yani söz konusu sizin durumunuzda yıllık enflasyona göre mi maaş zammı yapılacağı sözleşmede yer alması gerekir. İşveren, sözleşmenin dışına çıkarak kendisi bağımsız bir hüküm oluşturamaz.",Hukuk Bilgi Platformu
Merhabalar Şeyh Sait temalı araba kokusu yapmak istiyorum tasarımı ayarladım animasyon olarak yaptım fakat ip kısmı boynundan geçiyor satışa çıkarttığım fakat bir yaptırımı olur mu ayrıca eğer yaptırımı olursa satış yaparken ve resimde orjinal olmadığı için seh said gibi bir isimle olası yaptırımlardan kaçabilir miyim,"Merhaba, halk arasında kin ve nefret oluşturacak her türlü fiil ve eylemden kaçınmalısınız. Türk Ceza Kanunu madde 216/1 uyarınca; halkı kin ve düşmanlığa tahrik suçunun cezası bir yıldan üç yıla kadar hapis cezasıdır. Söz konusu sizin durumunuzda ise; Şeyh Sait figürünün ip kısmının boynundan geçiyor olması olası bir şikayet üzerine söz konusu Türk Ceza Kanunu kapsamında suç niteliğinde kabul edilebilecektir.",Hukuk Bilgi Platformu
Merhabalar. 2023 kasım ayında kamu kurumuna memur olarak atandım ancak askerde yedek subay olarak yaptığım için dilekçe verip ağustos ayında başlayacağımı bildirdim. Benimle beraber kasım ayında atananlar 3 5 ay içinde kadroya geçtiler ancak ben zorunlu askerlik yapmamdan dolayı üstelik askerde sigortamı bile memuriyet üzerinden ödedikleri halde sözleşmeli kaldım. Sorduğumda ise kurumda halihazırda çalışıyor olma şartı varmış. Dava açmam gerekir mi? Teşekkürler.,"Merhaba, meslek grubunuzu yazmamışsınız. Bazı kamu kurumlarında askerlikteki süreyi dahil etmiyorlar. Ama bu durumun netlik kazanması açısından söz konusu kurumdan bu hususa ilişkin kararnameyi talep edebilirsiniz. Eğer size göstermek istemezlerse sizinle beraber Kasım ayında atananların 3 5 ay içinde kadroya geçtiğinden bahisle dava açabilir ve kadroya geçen kişileri de tanık olarak gösterebilirsiniz.",Hukuk Bilgi Platformu
Şu anda denetimdeyim 2013 tarinde işlediğim suçtan dolayı 26 ay 1sene 6ay ceza aldım aynı dosyadan 2014 dede işlediğim suçtan dosyam yargıtaydaydı onaylanıp geldi şimdi ben bu iki dosyayı iştima yaptırıp 3sene denetimdem faydana bilirmiyim yoksa 1seneyemi düşer denetimim,"Merhaba, her fiil kendi özelinde ayrı ayrı olacak şekilde değerlendirilir fakat her ceza için ayrı ayrı denetimli serbestlik yasasından yararlanılamaz. Denetimli serbestlik yasasından ancak bir kez yararlanılabilir.",Hukuk Bilgi Platformu
"Merhabalar, Eşimin anneanne ve dedesi hayattalar ve yaklasik 3 sene öncesinde zeyrinliklerinin satisini esime yaptilar. Fakat cevremizdeki insanlar bu durumda ileride buyuklerimiz vefat ettiklerinde diger torunlarin bu duruma dava acabilecekleri ve hak talep edebileceklerini soylediler. Biz bu durumda ne yapmaliyiz? Noter, saglik raporu veya 3. Kisiye satis gibi durumlar soyleniyor ancak daha dogru hareket etmek istiyoruz. Simdiden tesekkurler","Merhaba, söz konusu satışın yapıldığı tarihte eşinizin anneanne ve dedesi 65 yaşının üstünde ise sağlık raporunun olması gerekir. Fakat sağlık raporunun olması sadece işlemin geçersiz olmasını önleyecektir. Fakat diğer torunlar yine de işlemin muvazaalı olmasından bahisle dava açabilirler.",Hukuk Bilgi Platformu
"Merhaba ismim Ayşenur ve nüfusta birleşik yazılmış , ailem Nur ismini kullanmakta , annem babam ayrı ve ismimi babam anneme sormadan nüfusta koymuş. Çocukluğumdan beri Ayşe ismini ya da ayşenur ismini kullanmıyorum ve Ayşe dediklerinde cocuklukta babamın yaşattığı travmalar aklıma geliyor ve babaannemın ismi , ayrıca özgüvenimi düşüren bir isim dava açtığımda kazanabilir miyim? Kusurlu isim değil ve tanık olarak kimleri gösterebilirim? İlginiz için çok teşekkür ederim iyi çalışmalar","Merhaba, isim değişikliği davasında kuvvetli haklı sebep aranmaktadır. Genelde halk arasında ismin alaycı ifade içermesi, isim ve cinsiyetin uyumlu olmaması gibi sebepler isim değişikliği davasının konusu olur, ama ailevi nedenlerle de isim değişikliği davası açılabilmektedir. Söz konusu sizin durumunuzda da isminizin size travmalarınızı hatırlatması, özgüveninizi düşürdüğünden bahisle haklı sebeple isim değişikliği davası açabilirsiniz. Tanık olarak ise herhangi bir sınırlama olmamakla birlikte sosyal çevrenizden bu haklı sebebe tanık olan herkesi tanık olarak dinletebilirsiniz.",Hukuk Bilgi Platformu
Şikayetçi şikayetini geri çekerse incelemeye giden telefon gelirmi?,"Merhaba, bu durum suçun niteliğine göre değişebilmektedir. Suç niteliğini belirtmemişsiniz. Bazı suçlar resen soruşturulur, kovuşturulur. Eğer söz konusu suç böyle bir suç ise şikayet geri çekilse dahi soruşturma devam edecektir. Fakat söz konusu suç şikayete tabi bir suç ise; şikayet geri çekildiği takdirde soruşturma aşaması son bulacağı için telefon iade edilecektir. Ama burda önemli olan suçun niteliği.",Hukuk Bilgi Platformu
Babamı ölümlü trafik kazasında kaybettik. Sorumlusu Karayollarının ihmalidir. Davayı kazanırsak maddi ve manevi tazminatın bize ne zaman ödenmesi gerekir?,"Merhaba, söz konusu sizin durumunuzda karşı tarafa maddi ve manevi tazminat davası açabilirsiniz. Maddi ve manevi tazminat davalarının şehirden şehre ve mahkemelerin yoğunluğuna bağlı olarak değişebilmekle birlikte sonuçlanması yaklaşık 2 yılı bulabilmektedir. Dava sonuçlandığında kazandığınız takdirde size ödeme yapılır.",Hukuk Bilgi Platformu
Merhaba ben kurumsal bir firmada teknik ressam olarak çalışıyorum 4A Hizmet dökümünde de teknik ressam olarak gözüküyor 08.11.2023 tarihinde maillerde title unvan kısmında ilk ise girdiğim andan itibaren teknik ressam yazmasına rağmen bu tarihte proje destek uzman yardımcısı olarak yazmaya başladı 4A hizmet dökümünde ise hala teknik ressam olarak yazıyor unvanim şirket içerisinde proje satış destek uzman yardımcısı ama hizmet dökümünde teknik ressam olarak geçiyor unvanımın değişmesi konusunda bana sormadılar bu durumda ben istifa edip 5 yıllık çalıştığım firmadan tazminat alabilir miyim ?,"Merhaba, söz konusu unvan değişikliğinin size bir maddi zararı oluyorsa bu durumdan bahisle haklı nedenle istifa edip, tazminat alabilirsiniz.",Hukuk Bilgi Platformu
"Ortak ıkı cocugumuz bulunan ancak gorusmedıgım kısı cezaevıne, gırmıs. Çocuklar, benım yanımda ancak e, devlette, velılerı Baba göründüğü ıcın ben yasak olarak hıcbır, işlem yapamıyorum oğlumla ılgılı. Onbeş, yasında, lısede, bölüm degıstırmek ıstıyor. Bu durumun duzeltılebılmesı adına hukukı olarak ne yapabılırım.? Bılgılendırırsenız mınnettar, olurum","Merhaba, söz konusu sizin durumunuza ilişkin olarak velayet sahibi olan ebeveyn cezaevine girdiği için velayet hakkının el değiştirmesi mümkündür. Yani velayet değişikliği davası açarak bu durumu düzeltebilirsiniz.",Hukuk Bilgi Platformu
Merhaba ev sahibi evden çıkardı bizi evi yaptırıp kendim oturacağım diye. Bizde kendilerine inanarak evi boşalttık ama herhangi bir ihtar falan çekmedi bize.inandik oturacaklarina. Şuan evi ilana koymuş kiralığa çıkarmış.bu durumda şikayet etme hakkım bulunuyormu acaba?,"Merhaba, ev sahibi ihtiyacı olduğundan ve kendisi oturacağından bahisle kiracıyı dava yolu ile çıkardığı takdirde; kiracının bir yıllık kira bedelinden az olmamak üzere tazminat hakkı bulunmaktadır. Fakat kiracı, kendisine evin tahliyesi için dava açılmaksızın doğrudan kiralananı tahliye etmesi halinde böyle bir tazminat talep hakkı bulunmamaktadır.",Hukuk Bilgi Platformu
5 ay önce eşimle ayrıldık eski eşime nafaka ödemiyorum sadece 2 oğlum var onlara 3 birine 3 de birine nafaka ödüyorum ama şuan işimden atıldım çalışmıyorum bu nafakayıda verebilecek durumum yok dava açsam nafakanın fiyatını düşürebilir miyiz yada çocuklardan birini ben alsam ne önerirsiniz. Not:eski iş yerinde 33500 tl alıyordum rahat ödüyordum şuan başka bi işe başlasam asgeri üç ret veriyorlar üstünü veren yok o yüzden çok çaresizim napmam gerekiyor. Yeni ev aldım aylık ödemesi 23500+5000 toplam:28500 tl ödemem var 6000 tl nafaka ödeyecek durumum yok napmam gerekiyor eski eşim haciz işlemi başlatacağını söylüyor lütfen yardımcı olurmusunuz,"Merhaba, çocuklarınız için ödemiş olduğunuz iştirak nafakası velayeti siz aldığınız takdirde ödeme yükümlülüğünden kurtulacağınız bir nafaka türüdür. Fakat dilerseniz dava açarak söz konusu yaşadığınız maddi güçlüğü dile getirdiğiniz takdirde mahkeme gelir düzeyinizi göz önüne alarak, nafaka miktarını düşürebilir.",Hukuk Bilgi Platformu
"Merhaba, Özel sektör çalışanıyım 2 buçuk ay oldu maaş alamıyorum bir açıklama yapılmıyor. İşe gitmeme hakkım var mı.","Merhaba, ücreti; ödeme gününden itibaren 20 gün içinde mücbir bir neden dışında ödenmeyen işçi, İş görme borcunu yerine getirmekten kaçınabilir.",Hukuk Bilgi Platformu
"Tüketici hakları hakem heyetine iade kargo ödemesinin haksız yere alındığına dair üç firma için başvuruda bulundum… heyet beni haklı buldu ve alınan kargo ücretlerinin iadesine karar verdi .., firmanın biri verdi ikisi vermedi .., ne yapmam lazım","Merhaba, ücret iadesi yapmayan firmaları Tüketici Hakem Heyetine bildirebilirsiniz.",Hukuk Bilgi Platformu
