soru,tarih,cevap
Ben 18 yaşında iken ankaraya çalışmaya diye gittim abi dediğim birinin yanına sonra beni kandırıp şirket acicaz 2000 TL para alacaksın vs 3 ay sonra kapatacaksin şirketi bir şey olmaz fln diyip kandırdı imza attm sonra vekâlet verdim naylon fatura kesmişler mahkemem var 33 milyon TL de vergi borcu gözüküyor benim hiç mal varlığım yok yaşım 18 di hapise girer miyim 3 ile 8 sene hapis cezası var diyorlar,11/9/2023 7:08:02 PM,Merhaba. Bu tip dolandırıcılık faaliyeti çok rastladığımız bir durumdur. Profesyonel destek almanızı ve savunmanızı hukuka uygun şekilde yapmanızı öneririz. Aksi halde suç üzerinizde kalabilir.
İyi günler iyi çalışmalar. Web sitenizde verdiğiniz bilgiler doğrultusunda ihtiyati tedbir li hükmen reddi miras Dilekçesi yazıp dava açtım. Hakim ihtiyati tedbir talebinin reddine ama terekenin borca batık olduğunun araştırılması için kurumlara yazı gönderilir cevabının beklemesine diye bir karar verdi. Dolaylı mirasçı olduğumdan 9 yıl önce vefat eden akrabalarımla bir bağım yok. Hali hazırda borca batık olsuklarıda bilinmektedir. Benim dışımda 11 mirasçı bulunmakta ama alacaklı banka avukatlık ofisi beni arayıp emekli maaşimdan bankadaki bir avuç birikimime el koyacağını tedbir koyacağını söyleyip taciz ve tehdit ediyor. Bu yüzden ihtiyati tedbirler açtığım davada hakimin verdiği bu karara itiraz etme şansım varmı. Bu durumda başka ne yapabilirim. DAVACI durumundaki alacaklı banka avukatlarının bu tehditleri dava bitmeden gerçekleşebilir mi.? Saygılarımla,11/9/2023 1:30:46 PM,"Merhaba. Yapılan icra takibinde borca itiraz edebilir, şikayet yoluna gidebilirsiniz. Mevcut reddi miras davasında da bu durumu belirtip tekraren tedbir talep edebilirsiniz."
Apartmanımızda bulunan daire sahibi başka adreste oturuyor dairesinde anne ve babası oturuyor onlarla oturmuyor ikametgah adresi başka adreste biz bina sakinleri bu adreste evin var ama ikamegan bu binada degil burda oturmuyosun dedik garaja arabanı koyamazsın ikamette oturmayan garaja arabasını koyabilirmi,11/9/2023 12:56:53 AM,Merhaba. Binada oturmayan bir kişinin bina otoparkını kullanması imkanı yoktur. Apartman yönetimi bu konuda gerekli önlemleri alabilir.
Merhaba ben isteyken esim çocuğu kaçırıp enistesinin evine sığındı çocuğumu göremiyorum 35 gün oldu ortak velayet olduğu halde bosanmadik eniştesi çocuğu gostemem diyor ben çocuğumla ilgilenemiyorum ne yapmam lazım çocuğumla vakit geçirmek için bilgi verirseniz sevinirim,11/9/2023 12:25:26 AM,Merhaba. Eşinizin haksız eylemi karşısında boşanma davası açabilir ve bu davada çocuklar şahsi ilişki tesisini talep edebilirsiniz.
Merhabalar ailece ekmek fırını işletiyoruz geçen ay birileriyle bırbirimize girdik kavga ettik kavga ettiğimiz kişi tesisatçı ve bı ara bizi şikayet ettiğini söyledi bizde içimizde kuşku yok bı kanunsuzluk kaçak hiç bişey yapmadigimiz için rahatız diğer gün doğalgazdan geldiler dogalgazimiza baktılar ve saatle oynanmış geriye atılmış falan filan denildi ve bize ceza olarak 100 bin kadar bı ceza kesdi ben adım gibi eminim onların yaptığına ama hiç bir delil olmadığı için hiç bişey kanitlayamiyorum 1 haftadır gitmedigim yer basvurmadigim yer kalmadı herkes yardım edemeyeceğini söylüyor bu konuda bana yardım edebilecek birileri varmı veya ne yapmam bana yol gösterebilir misiniz .,11/8/2023 11:02:22 PM,Merhaba. Kesilen cezaya itiraz sürecini başlatabilirsiniz. Ayrıca karşı tarafın saatle oynadığını iddia ediyorsanız bu hususta delillendirme de yapmanız gerekmektedir.
"Merhabalar. İyi günler dilerim. Ablamın kocasının bankaya borçları olduğu için aldığı arabayı benim üstüme yapmak istiyor fakat ben korkuyorum aldırmaya, başına herhangi bir şey gelirse benim de başıma yanar diye. Bunun önüne geçmek için satış sözleşmesine herhangi bir şey ekleniyor mu? Mesela bu arabanın başına bir şey gelmesi durumunda oluşabilecek sorunlardan ben sorumlu değilim gibi. Şimdiden teşekkür ediyorum.",11/8/2023 9:35:51 PM,Merhaba. Hukuka aykırı yollarla borçtan kurtulma amaçlı mal devrini önermiyoruz. Bu şekilde yapılan devirler karşı tarafın itirazı halinde iptal edilebilmektedir.
Benim 2 yıldır görüştüğüm bir sevgilim var.. sevgilim bana maddi destekte bulunuyor... bütün ihtiyaçlarımı karşılıyor fazlasıyla... ama karşılığında ondan ayrılmamam gerektiğini söylüyor... ayrılırsam bana destekte bulunduğu bütün parasını hukuka başvurarak geri alicam diyerek beni tehdit ediyor ama ben hiçbir şekilde zorla istemedim kendi rızasıyla bana destekte bulunuyor bunun için benim bir sözleşme yapmam gerekiyor mu yada bir yere başvurmak gerekir mi ne yapmam gerektiğini bilmiyorum,11/8/2023 8:15:18 PM,Merhaba. Bir kişinin size bağış amacıyla yapmış olduğu ödemeler borç ilişkisi doğurmaz. Karşı taraf bu ödemelerin borç olduğunu belirterek tekrar istemesi veya hukuka aykırı (ayrılmama şartı) şartla para vermesi mümkün değildir.
Annem babamin maaşını alıyor. Kredi cekmesini istemiyorum . Abimin baskısı ile kredi çekiyor. Bunu nasıl engellerim,11/8/2023 9:44:17 AM,"Merhaba. Anneniz bu şekilde kredi çekerken ekonomik olarak zor duruma girdiğini ve özgür iradesiyle hareket edemediğini düşünüyorsanız, anneniz hakkında vasi davası açabilirsiniz. Bu durumda annenize vasi atanacak ve yanlış kararlar vermesinin önüne geçilecektir. Ancak annenizin sağlığı yerindeyse bu şekilde bir karar almanız ve vasi atamasının yapılması mümkün değildir."
Kaçak pastane işleten ve ona yer temin eden ne kadar ceza alır maddi veya hapis yolu,11/7/2023 9:10:47 PM,Merhaba. Kaçak pastaneyi belediyeye bildirmenizi tavsiye ederiz. Belediye yaptığı tespitlerden sonra para cezası verecektir. Ayrıca pastanenin toplum sağlığına zararlı şekilde faaliyet gösterdiği tespit edilirse savcılığa suç duyurusunda da bulunulacaktır.
merhabalar yan apartmandan apartmnımıza kanal suyu gelıyor ızsu geldı yan aparrtmanlardan ızın ıcın ımza verılmesı gerekıyor dedıler kımse yanasmıyor magduruz mahkemeye vermek ıcın bır kısının sulh mahkmesıne dılekce yazdırıp vermesı yeterlımıdır bızı aydınlatırmısınız,11/7/2023 9:06:48 PM,Merhaba. Sulh hukuk mahkemesine tespit ve icra istemli dava açmanız gerekmektedir. Bu süreçte profesyonel destek almanızı tavsiye ederiz.
Kamuda devlet hastanesinin dogumhane ve ameliyathanesinde çalışmaktayım Ayagım yarım alçılı bir şekilde nöbet tutabilir miyim yasal mı?,11/7/2023 9:05:46 PM,Merhaba. Ayağınızın alçısının çalışmanıza engel olup olmadığına ilişkin alacağınız rapora göre durum belirlenecektir. Bu raporda çalışıp çalışamayacağınız veya nöbetçi olarak kalıp kalamayacağınız belirlenecektir.
Lisede tuvallette sigara içerken hoca geldi ve fotoğraflarımızı çekti öğretemn ceza alırmı,11/7/2023 7:37:35 PM,Merhaba. Öğretmeniniz sigara içtiğinizi belgelemek için fotoğrafınızı çekmesi nedeniyle herhangi bir ceza almaz. Ancak siz okulda sigara içmeniz nedeniyle disiplin cezası alırsınız.
"Merhaba. Ben 2,5 yıl içinde ara ara bir arkadaşıma borç verdim. Bazı açıklamalarına borç para bazılarına da borç verilen para açıklamasını girdim. Bu kişi şu an da paramı geri ödemiyor. Üzerine kayıtlı bir araba birde dükkan mülkiyeti bulunmakta. Dükkanın içindeki mallar ona ait. İcra davası açarsam ne olur. Bu kişinin dükkandaki mallarına haciz konabilir mi? Sonuç nasıl ilerler",11/7/2023 2:13:46 PM,Merhaba. Vermiş olduğunuz borçlarla ilgili icra takibi yapabilir ve süreci bu şekilde takip edebilirsiniz. İcra takibi yaptığınızda borçlunun taşınır ve taşınmaz mallarına haciz konulabilecektir.
"Babam ölmeden önce ablama vekalet vermiş,şimdi bir dava var,babamin soyundan kalan bir miras 6 kardeşiz hepimizin ismi var dahili davalı olarak,ordan birşey çıkarsa ablam babamın vekaletiyle bizim payimizi alabilirmi",11/7/2023 1:51:56 PM,Merhaba. Babanız vefat ettiğinden artık onun vekâletiyle herhangi bir işlem yapılamaz.
Merhabalar bekarken ev kiraladım fakat şimdi evliyim bekarken evi kiralarken tahliye taahhütnamesi imzalattılar şahsıma mecburi tutularak. Şuan evliyim ve tahilye etmemiz için icra yoluna başvuruldu ev sahibi tarafından. Aile konutu olarak kullandığımız evi eşimin rızası olmadan boşaltabilir mi ? Mahkeme bu tarz konular da nasıl sonuçlanıyor ?,11/7/2023 10:58:59 AM,Merhaba. Evi bekarken kiraladığınız için şu anda aile konutu olarak kullandığınız iddiası kabul görmeyecektir. Evlendikten sonra yeni bir kontrat yapmış olsaydınız bu şekilde iddianız olabilirdi. Bu aşamada tahliye taahhütnamesini kontratla birlikte imzaladığınızı belirterek itiraz edebilirsiniz.
2 yıllık evliyim sağlık ve maddi sebeplerden dolayı şehir değişikliği yapma kararı aldık eşimle ilk başlarda kabul etti daha sonra işler kesinleştiğin de vazgeçti ve başka bir şehirde yasayamayacginı ifade etti bu sebeple ayrılma kararı aldı ne yapmalıyım yada nasıl bir yol izlemeliyim?,11/7/2023 5:27:10 AM,Merhaba. Bulunduğunuz ilden taşınma kararını ortak almak zorundasınız. Maddi kaygılar veya geçim nedeniyle yapılacak taşınma işlemine karşı çıkan eşin kusurluluk hali araştırılır. Bu nedenle bir boşanma davasının başarı şansını da ancak yüz yüze görüşme sonrası değerlendirebiliriz.
1 ay önce 2 kişiyle kavgaya karıştım burnumda kırık çıktı ve karşı taraflardan şikayetçi oldum. Sanıklardan birisi eski arkadaşım olduğu için taraflar (Babalarımız) bizi barıştırdı ve uzlaştık. Karşı tarafın babası maddi sebeplerden ötürü gidemediğim üniversiteye gitmem için yardımcı olacağını fakat şikayetimi geri çekmemi istediğini söyledi. Bende kabul ettim. Adliyeye dilekçe verip şikayetimi geri çektim. Fakat karşı tarafa güvenip gitmek istemedim. Hala arıyor gitmem için ibanıma para atacağını söylüyor fakat güvenmek istemiyorum. Eğer ibandan bana para gönderirse mahkemede bunu kullanırmı? Ve ben dilekçe verip uzlaştığımı söylediğim için mahkemede ceza alırmıyım?,11/7/2023 2:07:59 AM,Merhaba. Uzlaştığınız gerekçesiyle mahkemeden ceza almazsınız. Ayrıca karşı taraf size tazminat vermeyi kabul etmiş ise uzlaşmanızın bu tazminata bağlı olarak gerçekleştiğini belirtebilirsiniz.
öncelikle merhaba. kiralık dairemiz vardı. kiraya verdikten sonra evde daha takılmak üzere olan kombi vardı. daireyi kiraya verdikten sonra kiracı daireye girmeye yakın kombi çalındı. bu durumda kombinin masrafı kime aittir? kiracı yeni kombi alıp taktırmak zorundamıdır? yoksa ev sahibi mi taktırmalı mı?,11/6/2023 7:41:49 PM,Merhaba. Ev sahibinin kiralanını tam ve eksiksiz olarak kiracıya teslim etmesi gerekmektedir. Sizin olayınızda evi tam ve eksiksiz olarak teslim ettiğinizi ancak bunun sonrasında hırsızlık olayının olduğunu görüyoruz. Bu durumda kombiyi kiracınızın taktırması gerekmektedir. Ancak kiracınız sizin kusurunuzdan hırsızlık olayı olduğunu iddia ederse dava yolu ile kusurunuz oranında tazmin yükümlülüğünüz doğabilir.
Ben şuan bir iş yerinde çalışıyorum yevmiye veriyor haftalık izni kullanamıyorum izin aldığım hafta da maaşımdan kesiyor napmam gerekiyor,11/6/2023 7:37:43 PM,Merhaba. Bu hususu delillendirerek işvereninize karşı fazla mesai ödenmesi ve tatil günlerinin verilmesi konusunda dava açabilirsiniz.
Ben emekli oldum ama beni Ataşehir sgk ya çağırdılar 2011ve 2016 yolları Arası daki sgk da sukıntı olduğunu söylediler ve emekliliğin düşer dediler ne yapmam lazım,11/6/2023 6:56:44 PM,Merhaba. İlgili kuruma başvuru yaparak (resmi yazılı şekilde) şifahi olarak size söylenen bilginin teyidini yapıp aksaklığın çözülmesi için girişimde bulunmalısınız.
Bir arsada 3 hissedarız 2 hissedar iki dairede ikamet etmekteyiz 3.hissedar dairesi yoktur yani ikamet etmemektedir binayı kentsel dönüşüme verdiğimizde tüm hissedarlar aynı haklara sahip oluyorlar.(3. Hisselerin dairesi yok),11/6/2023 2:49:10 PM,Merhaba. 3 hissedarın dairesinin olmamasının hakkını azaltıp azaltmayacağını sorduğunuzu düşünüyoruz. Şayet arsa üzerinde bulunan taşınmazlarınızın yıkılıp kentsel dönüşüm kapsamında yeniden yapılması arsa paydaşlarının oyları ile mümkün olmaktadır. Bu kapsamda aranızda bu yönde lehe bir anlaşma kurabilirsiniz.
"Merhaba, 7 yıl çalıştığım işten çıkarken iş yükü, mesai ve yönetim baskısı yüzünden çıkacaktım yöneticim öyle yazma tazminat vermezler özel sebepler yaz o şekilde alman daha yüksek ihtimal dedi. İşten çıkarken kağıda o şekilde yazdırdı imzalattı. Şimdi dava açılacak ama mahkeme özel sebeplerden çıkmışsın neden dava açıyorsun diye sorduğunda yöneticinin yönlendirmesi nedeniyle o şekilde yazıldı demem için yöneticinin şahit olması gerekiyor. Yönetici diyor ki şirket yanlış bilgilendirmeden dolayı bana geri dava açar ben şahit olamam diyor. Yönetici ordan emekli oldu alacak vereceği kalmadı. Şimdi sorum şu şirket işten çıkmış birisine bu sebepten ötürü dava açabilir mi?",11/6/2023 1:34:32 PM,Merhaba. Şirketin zararına sebep olan kişi emekli olmuş olsa dahi şirket zarara sebep olan kişiye yönelebilir. İş davalarının niteliği ve kapsamlı oluşu nedeniyle detaylı bilgi için iletişime geçebilirsiniz.
Çocuğum reddi miras yaptım kayyım davası acın diye netten gördüm gidip dava actım sonra kalemden buna gerek yok niye actınız gidin davayı iptal edin size kayyım gerekmiyor dedi bende yanlışlıkla kayyım ataması için dava açtım davadan feragat ediyorum diye tekrar dilekçe yazdım bu dava kapanırmı benim elimdeki reddi miras kararına birşey olmaz dimi,11/6/2023 12:32:14 PM,Merhaba. Kayyım davasından feragat etmeniz reddi miras kararının sıhhatine bir zarar vermez. Reddi miras kararı verildikten sonra kayyım atanmasına da gerek yoktur.
"Merhaba, 4 kardeşiz babamız 24 ağustosta vefat etti veraset beyannamesi verdiğimiz ama henüz intikalini yaptırmadığımız bir daire için apartman yönetimince 2 aylık apt. aidatı ödenmediği gerekçesiyle (aylık 50TL apt. aidatı) avukata vekalet verilerek 1555 TL borcunuz var denilerek icra takibi başlatılacağı belirtilmektedir.Yönetici tarafından oluşturulan whatsapp grubunda aylık gelir gider bilançosu yayınlanmakta bunlarda 4 ay aidat ödemediği alenen belirtilen daire sahibi hakkında icra işlemi yapılmazken sadece bize karşı husumet güder gibi ihbarsız bildirimsiz işlem başlatılması karşısında ne yapabiliriz.yardımcı olursanız sevinirim.",11/6/2023 10:35:30 AM,"Merhaba. Size usulüne uygun tebligat yapılmadığı, apartman yönetiminin usulüne uygun şekilde toplantı yapıp karar almadığı gibi gerekçelerle borca itiraz edebilirsiniz. Başka dairelerin aidat borcunun tahsili kapsamında ihmal gösterilmesi halinde bu hususta başvuru yapabilirsiniz. Ancak aidat borcunun ödenmesi zorunludur."
Mrh iyi günler komşum arabamı 1 saatliğine benden istedicarsiya gitmek için ona geç kalma ise gidicem dedim sonra ise gitmeme yakın aradım telefonumu açmadı sonra ise gitmek zorunda kaldım işte. Gece 1 civarı eve geldim tekrar aradım açmadı sonra ara ara aradım yine açmadı sabah annesine sordum ulaşamadım soledim bende bilmiyorum gece eve gelmedi dedi aradım aradım tekrar yine açmadı sonra tekrar işe gitmeme yakın annesi geldi borcu olduğu için tutuklama kararı çıkmış ceza evine götürmüşler dedi arabayı sordum bilmiyorum dedi arkadaşıni aradım beraber takıldığı oda nerde olduğunu bilmediğini söyledi babası çocuğu. Cezaevinden para yatırıp cikartmy gittiğini biliyorum sonrada ise gitmek zorunda kaldım tekrar durakta servis beklerken arkadaşlar benim arabanın 2 kavşak ötede yolun yanında kazalı bir sekilde park edildiğini söyleyerek geçmiş olsun dedi aradım aradım açmadı başta inanamadim baskasidir dedim emin dehillerdi iş i servisine bindim tekrar arkadaşını aradı. O şahsın.bu sefer arkadaşı acti kavşakta kazalı duran arac benimmi diye sordum evet abi dedi berber olduklrindan emindim servisten indim arabanın yanına gittim sonra bu arabayı verdiğim şahıs evine gitmiş onu ararim tekrar bu sefer açtı yaptircam abi komşumun oğlu yüzyüze bakıyoruz tqrtismayalim Dedim bişi demedim dedi kazadan karşı traf sorumlu diye bana yalan solediaraci çekiciyle sanayiye götürdü ustalara gösterdi mebla yüksek gelince yaptırmaktan caydi aracım şu an kazalı şekilde duruyor kaza tutanağı trafik cazasi belgesi ve fotoğrafları kaza yaptığı sağıstan aldım ve bu şahıstan zararını nasıl karsilayabilirim yardımcı olur musunuz karşı tarafta benim sigortam dava açmış 90 bin masrafı varmış benim aracın da 40 bin masrafı var,11/6/2023 4:23:31 AM,"Merhaba. Komşunuz hakkında ""güveni kötüye kullanma"" suçundan suç duyurusunda bulunup, tazminat davası açabilirsiniz. Detaylı bilgi için iletişime geçebiliriz."
